UDP_ID,SKU_ID,Sum of Sales,ProductName,Manu,IS PL?,Current Sales Rank,Suggested UDP Rank,July- Pageviews,Aug- Pageviews,Comments
234,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,881,1465,
234,535187,,Glucosamine,Tata 1mg Healthcare Solutions Private Limited,1,3,2,881,1465,
690,640158,40148.44633,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,1,876,1054,
902,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,12,3,868,654,
902,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,24,4,868,654,
692,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,839,797,
81,640234,2656.79661,1mg Spirulina 60% Protein Superfood Gluten Free 2000mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,2,829,783,
434,503415,131727.0476,1mg Gokshura Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,1,827,872,
15,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,8,2,787,624,
15,728158,,Knee Cap,Tata 1mg Healthcare Solutions Private Limited,1,9,4,787,624,
15,765051,,Lumbar,,1,,6,787,624,
36,734459,56250.11905,Tata 1mg Latex Non-Sterile Gloves,Tata 1mg Healthcare Solutions Private Limited,1,16,4,779,811,
996,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,763,1194,
996,695704,201983.0226,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,3,2,763,1194,
996,555751,183038.8247,"1mg Sports Multivitamin Energy & Immunity Booster Zinc, Vitamin C, Vitamin D, Calcium and Iron Tablet",Tata 1mg Healthcare Solutions Private Limited,1,4,3,763,1194,
25,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,1,736,1379,
164,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,4,1,731,580,
164,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,5,2,731,580,
164,744188,165894.1582,Tata 1mg Probiotics 30 Billion CFUs+ Capsule with Prebiotic Fibre,Tata 1mg Healthcare Solutions Private Limited,1,9,4,731,580,
219,648242,91911.0452,"Tata 1mg Brain Formula with Vitamin B Complex, L-Tyrosine, L-Theanine, Brahmi, Ginkgo and Pine Bark Extract Capsule",Tata 1mg Healthcare Solutions Private Limited,1,1,1,726,859,
84,635355,56163.83333,Tata 1mg Cold Pressed Giloy Tulsi Juice Natural Immunity Booster Enriched with Tulsi Juice,Tata 1mg Healthcare Solutions Private Limited,1,3,1,708,847,
84,605260,16088.73016,1mg Giloy 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,2,708,847,
1272,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,1,1,702,1038,
1272,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,2,702,1038,
1272,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,3,3,702,1038,
83,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,701,691,
83,614274,18687.55952,1mg Turmeric Drops with Piperine,Tata 1mg Healthcare Solutions Private Limited,1,17,4,701,691,
1149,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,681,904,
1149,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,2,2,681,904,
665,692293,108190.2698,Tata 1mg BIS Approved FFP2 N95 Mask for Kids 5 Mask,Tata 1mg Healthcare Solutions Private Limited,1,1,1,639,370,
979,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,3,1,633,515,
1287,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,625,2,
1287,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,625,2,
1287,555751,183038.8247,"1mg Sports Multivitamin Energy & Immunity Booster Zinc, Vitamin C, Vitamin D, Calcium and Iron Tablet",Tata 1mg Healthcare Solutions Private Limited,1,4,4,625,2,
298,723271,380077.7839,Tata 1mg Digital Thermometer,Tata 1mg Healthcare Solutions Private Limited,1,1,1,615,737,
935,603946,32750,Tata 1mg Myo-Inositol Tablet with D-Chiro & Vitamin D3 for Women's Health,Tata 1mg Healthcare Solutions Private Limited,1,15,3,604,1014,
1273,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,1,1,568,892,
1273,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,2,568,892,
1273,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,3,3,568,892,
171,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,1,548,1289,
171,695704,201983.0226,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,8,2,548,1289,
49,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,5,1,545,346,
49,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,7,2,545,346,
49,503415,131727.0476,1mg Gokshura Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,4,545,346,
924,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,10,2,508,547,
924,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,14,3,508,547,
1232,723019,1102691.333,Tata 1mg Blood Pressure Monitor Fully Automatic,Tata 1mg Healthcare Solutions Private Limited,1,1,1,504,448,
1232,723271,760155.5678,Tata 1mg Digital Thermometer,Tata 1mg Healthcare Solutions Private Limited,1,2,2,504,448,
1232,723030,316855.5238,Tata 1mg Compressor Nebulizer,Tata 1mg Healthcare Solutions Private Limited,1,3,3,504,448,
555,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,494,451,
555,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,494,451,
555,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,494,451,
555,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,494,451,
555,555751,183038.8247,"1mg Sports Multivitamin Energy & Immunity Booster Zinc, Vitamin C, Vitamin D, Calcium and Iron Tablet",Tata 1mg Healthcare Solutions Private Limited,1,16,4,494,451,
1043,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,5,1,489,340,
1043,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,20,4,489,340,
188,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,1,1,466,589,
188,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,2,2,466,589,
188,728158,16666.7619,Tata 1mg Knee Support Pair of 2 Large,Tata 1mg Healthcare Solutions Private Limited,1,3,3,466,589,
1152,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,465,646,
1274,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,462,633,
1274,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,2,2,462,633,
1274,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,3,3,462,633,
694,744197,66055.15254,Tata 1mg Flaxseed Oil 1000mg Omega 3 Capsule for Heart Health,Tata 1mg Healthcare Solutions Private Limited,1,2,1,460,350,
694,542969,11261.31638,1mg Flaxseed Oil 500mg Omega 3 Capsule for Blood Cholesterol Levels & Hearth Health,Tata 1mg Healthcare Solutions Private Limited,1,7,2,460,350,
663,723030,158427.7619,Tata 1mg Compressor Nebulizer,Tata 1mg Healthcare Solutions Private Limited,1,1,1,456,368,
663,623709,21159.35714,1mg Compressor Nebulizer with Unique Virtual Valve Technology,Tata 1mg Healthcare Solutions Private Limited,1,5,2,456,368,
773,630381,157652.4802,Tata 1mg Ortho Electric Heating Gel Pad with Auto-Cut & Quick Heating Feature,Tata 1mg Healthcare Solutions Private Limited,1,1,1,434,626,
271,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,1,1,428,494,
78,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,1,1,402,429,
1003,744197,66055.15254,Tata 1mg Flaxseed Oil 1000mg Omega 3 Capsule for Heart Health,Tata 1mg Healthcare Solutions Private Limited,1,2,1,395,414,
586,635348,93767.85714,Tata 1mg Cold Pressed Amla Juice Natural Immunity Booster Rich in Vitamin C,Tata 1mg Healthcare Solutions Private Limited,1,2,1,386,402,
452,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,370,289,
452,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,11,3,370,289,
452,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,21,4,370,289,
1066,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,1,1,341,47,
1066,607232,220233.1356,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,8,2,341,47,
1066,648241,51519.38843,"1mg Chelated Magnesium Plus Zinc, Lysine Hydrochloride & Vitamin B6 with High Absorption Tablet",Tata 1mg Healthcare Solutions Private Limited,1,13,4,341,47,
991,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,1,323,333,
991,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,3,2,323,333,
991,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,5,3,323,333,
1278,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,3,1,299,251,
111,695704,201983.0226,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,5,1,290,261,
111,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,7,2,290,261,
111,635348,93767.85714,Tata 1mg Cold Pressed Amla Juice Natural Immunity Booster Rich in Vitamin C,Tata 1mg Healthcare Solutions Private Limited,1,11,4,290,261,
639,735446,16847.33333,Tata 1mg Cod liver Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,11,3,287,159,
217,648245,16807.96045,1mg Garlic Oil Maxium Strength for Heart Health Capsule,Tata 1mg Healthcare Solutions Private Limited,1,4,1,284,324,
95,635355,56163.83333,Tata 1mg Cold Pressed Giloy Tulsi Juice Natural Immunity Booster Enriched with Tulsi Juice,Tata 1mg Healthcare Solutions Private Limited,1,3,1,281,360,
95,614268,45950.79762,1mg Panch Tulsi Drops,Tata 1mg Healthcare Solutions Private Limited,1,5,2,281,360,
391,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,2,1,260,219,
391,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,5,2,260,219,
978,635355,56163.83333,Tata 1mg Cold Pressed Giloy Tulsi Juice Natural Immunity Booster Enriched with Tulsi Juice,Tata 1mg Healthcare Solutions Private Limited,1,2,1,260,199,
1275,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,1,1,247,361,
1275,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,2,2,247,361,
1275,723271,380077.7839,Tata 1mg Digital Thermometer,Tata 1mg Healthcare Solutions Private Limited,1,3,3,247,361,
195,640226,8151.056497,"1mg High Fiber with Pre- & Probiotics with Inulin, Guar gum, & Resistant Maltodextrin Unflavoured Unflavoured with Resistant Maltodextrin, Inulin and Guar Gum",Tata 1mg Healthcare Solutions Private Limited,1,34,4,235,327,
260,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,2,1,227,409,
260,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,4,2,227,409,
260,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,6,3,227,409,
203,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,5,1,221,233,
203,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,6,2,221,233,
203,723012,95021.32768,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,15,3,221,233,
202,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,7,2,213,227,
811,684769,116976.6825,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,28,4,211,204,
1303,555721,2102580.621,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,202,353,
1303,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,2,202,353,
1303,551156,1205248.847,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,3,3,202,353,
1303,723019,1102691.333,Tata 1mg Blood Pressure Monitor Fully Automatic,Tata 1mg Healthcare Solutions Private Limited,1,4,4,202,353,
239,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,2,1,197,286,
239,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,3,2,197,286,
448,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,197,196,
448,695704,201983.0226,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,3,2,197,196,
691,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,195,312,
691,603949,117769.7288,"Tata 1mg CoQ 10 Tablet 99% Ubiquinone with Zinc, Omega 3 & L-Arginine for Heart Health",Tata 1mg Healthcare Solutions Private Limited,1,2,2,195,312,
691,628380,57750.0113,1mg Super Antioxidant Multiminerals with Betacarotene Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,3,195,312,
588,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,1,1,190,91,
980,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,1,1,189,462,
980,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,2,2,189,462,
980,728158,16666.7619,Tata 1mg Knee Support Pair of 2 Large,Tata 1mg Healthcare Solutions Private Limited,1,3,3,189,462,
1299,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,184,307,
1299,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,184,307,
1299,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,184,307,
1299,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,184,307,
65,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,183,200,
65,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,2,183,200,
65,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,3,3,183,200,
993,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,180,170,
1301,723271,380077.7839,Tata 1mg Digital Thermometer,Tata 1mg Healthcare Solutions Private Limited,1,1,1,150,181,
1301,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,150,181,
1301,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,150,181,
265,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,17,4,144,174,
994,648238,30844.77401,"1mg Active Nutrition Mix with Whey Protein, Vitamin D, Choline and Fiber Chocolate",Tata 1mg Healthcare Solutions Private Limited,1,17,4,142,164,
562,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,2,1,139,196,
673,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,137,129,
673,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,5,2,137,129,
1115,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,1,119,426,
1065,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,111,76,
1300,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,107,165,
1300,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,107,165,
1300,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,107,165,
1300,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,107,165,
995,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,1,1,106,98,
995,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,2,2,106,98,
995,640158,40148.44633,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,8,4,106,98,
1067,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,98,20,
1067,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,2,2,98,20,
1067,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,8,4,98,20,
583,640362,87394.01695,Tata 1mg Ceylon Cinnamon 10:1 Ratio Extract for Blood Sugar Management 200mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,11,3,86,125,
583,640252,19754.18644,1mg Fenugreek Oil Gluten Free for Blood Sugar Management 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,32,4,86,125,
755,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,1,86,76,
755,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,4,2,86,76,
755,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,6,3,86,76,
267,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,52,47,
267,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,52,47,
267,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,52,47,
172,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,1,43,580,
172,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,3,2,43,580,
172,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,7,3,43,580,
1218,702912,76926.57062,Tata 1mg Multivitamin & Multimineral Supplement Tablet,Tata 1mg Healthcare Solutions Private Limited,1,1,1,40,35,
1218,702913,49192.35028,Tata 1mg Calcium & Vitamin D Supplement Tablet,Tata 1mg Healthcare Solutions Private Limited,1,2,2,40,35,
1218,702915,43627.06215,Tata 1mg Immunity & Wellness Supplement Tablet,Tata 1mg Healthcare Solutions Private Limited,1,3,3,40,35,
1054,708642,339468.9167,"Tata 1mg Vaporizer-Steam Inhaler, 3 in 1 with Double Wall Safety",Tata 1mg Healthcare Solutions Private Limited,1,1,1,32,19,
1054,723030,158427.7619,Tata 1mg Compressor Nebulizer,Tata 1mg Healthcare Solutions Private Limited,1,2,2,32,19,
1054,623709,21159.35714,1mg Compressor Nebulizer with Unique Virtual Valve Technology,Tata 1mg Healthcare Solutions Private Limited,1,7,4,32,19,
